Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)"
red pepper flake,0.09635416667155386,0.09635416667155386,cumin seed,0.2625,0.525,,,,,,,,,,,,,,,,,,,Noodles,56.69904625,56.69904625,,,,onion,15.625,50.0,parmesan,9.294140625,12.5,,,,,,,,,,,,,,,,rocket,25.0,25.0,potato,46.125,46.125,Long Grain Rice,46.25,46.25,canned coconut milk,28.25,28.25,celery,6.666666666666667,6.666666666666667,bacon,25.375,25.375,sour cream,19.166666666666664,19.166666666666664,,,,,,,salt,1.5,3.882625947760417,,,,,,,liver,42.5242846875,42.5242846875,red bell pepper,14.875,14.875,hummus,22.5,62.5,coconut milk,28.25,28.25,pandan,0.3,0.3,red potatoes,56.69904625,56.69904625,,,,,,,,,,,,,,,,roasted cashews,8.5625,8.5625,,,,lemon grass,10.0,10.0,harissa,0.7291666667036507,2.142857142857143,,,,,,,,,,,,,,,,,,,,,,unsweetened pineapple juice,41.666666666666664,41.666666666666664,,,,,,,fresh ginger,3.75,3.75,,,,,,,Garlic,1.5,1.5,,,,coconut milk,28.25,53.155355859375,,,,,,,red pepper,16.4,16.4,firm tofu,18.75,18.75,olive oil,9.0,9.0,,,,,,,,,,onion,10.416666666666666,20.0,,,,,,,stock,33.814022701843,33.814022701843,tomato sauce,37.79936416666667,37.79936416666667,pork belly,28.349523125,28.349523125,birds eye chilis,45.0,45.0,,,,,,,orange bell pepper,29.75,29.75,,,,red onion,15.625,20.833333333333332,,,,,,,ground pork,42.5242846875,42.5242846875,,,,,,,sugar,1.4000000000000001,1.4000000000000001,,,,,,,,,,fresh ginger,1.49999999997464,2.2,,,
red pepper flakes,0.03854166666862154,0.23124999999609028,ginger,0.25,0.25,,,,,,,,,,,,,,,,,,,daikon,56.69904625,56.69904625,,,,parsley,15.0,15.0,parmigiano reggiano,9.294140625,9.294140625,,,,,,,,,,,,,,,,pineapple,24.75,226.25,empanada disks,42.666666666666664,42.666666666666664,chiles,45.0,45.0,lemons,26.5,26.5,Canola oil,6.384496449335009,6.384496449335009,crème fraîche,25.0,25.0,bacon bits,18.833333333333332,18.833333333333332,,,,,,,jalapeño chili,1.4062499999762246,1.4062499999762246,,,,,,,black tea,39.5,39.5,roasted red bell peppers,14.6,14.6,tomato,20.5,61.5,onion,27.5,27.5,shrimp paste,0.2666666666801923,0.2666666666801923,rice vermicelli,56.69904625,75.59872833333334,,,,,,,,,,,,,,,,chili sauce,8.531249999855763,8.531249999855763,,,,shallot,9.851851851851853,9.851851851851853,lemon juice,0.7142857142857143,3.812500000193374,,,,,,,,,,,,,,,,,,,,,,ground meat,40.49931875,40.49931875,,,,,,,vegetable oil,3.5,14.0,,,,,,,Thyme,1.5,1.5,,,,broccoli florets,26.625,26.625,,,,,,,yellow onions,15.625,15.625,cabbage,17.5,75.0,bean sprouts,8.333333333333334,26.0,,,,,,,,,,Onion,10.416666666666666,15.625,,,,,,,pitas,30.666666666666668,30.666666666666668,blue cheese,37.79936416666667,37.79936416666667,rice-stick noodles,28.349523125,28.349523125,onions,41.666666666666664,41.666666666666664,,,,,,,red Bell pepper,29.75,29.75,,,,red bell pepper,14.875,14.875,,,,,,,duck,37.79936416666667,37.79936416666667,,,,,,,coriander,1.25,1.25,,,,,,,,,,fennel seeds,1.45,1.45,,,
,,,brown mustard seed,0.25,0.25,,,,,,,,,,,,,,,,,,,corned beef,56.69904625,56.69904625,,,,andouille sausages,14.0,14.0,butter,7.1,7.1,,,,,,,,,,,,,,,,mango,24.75,24.75,refrigerated biscuits,42.5242846875,42.5242846875,white beans,42.5242846875,42.5242846875,heavy cream,23.8,60.45947259089528,ketchup,6.0,7.5,can diced tomato,24.805832734375002,24.805832734375002,green pepper,18.625,18.625,,,,,,,cilantro,1.3333333333333333,1.3333333333333333,,,,,,,corn on the cob,36.5,36.5,lard,12.8125,17.083333333333332,celery,20.0,20.0,corn,25.5,25.5,cloves,0.22499999999999998,0.22499999999999998,spinach,56.69904625,56.69904625,,,,,,,,,,,,,,,,cooking wine,7.249999999877424,7.249999999877424,,,,bean sprouts,8.333333333333334,8.333333333333334,olive oil,0.675,3.375,,,,,,,,,,,,,,,,,,,,,,tomatoes,37.79936416666667,37.79936416666667,,,,,,,peanut oil,3.375,3.375,,,,,,,garlic,1.0,1.0,,,,bean sprouts,26.0,52.0,,,,,,,Onion,15.625,37.5,limes,16.75,16.75,green onions,6.9444444444444455,6.9444444444444455,,,,,,,,,,2% milk,10.166666666666666,15.25,,,,,,,half-and-half,30.25,60.5,Colby,37.79936416666667,37.79936416666667,onion,27.5,37.5,pineapple,41.25,41.25,,,,,,,water,29.5735295625,29.5735295625,,,,red onions,14.375,14.375,,,,,,,English cucumber,37.625,75.25,,,,,,,black pepper,1.215883333334051,1.215883333334051,,,,,,,,,,cardamom pods,1.45,1.45,,,
,,,chili powder,0.225,0.3375,,,,,,,,,,,,,,,,,,,Italian Sausage,56.69904625,56.69904625,,,,mustard greens,14.0,14.0,egg yolks,6.733333333333333,21.25,,,,,,,,,,,,,,,,Lemon,21.0,21.0,Cream of Chicken,42.0,42.0,Bean Sprouts,39.0,39.0,yellow onions,23.333333333333332,23.333333333333332,cooking spray,5.7371081159892015,5.7371081159892015,cannellini bean,24.805832734375002,24.805832734375002,peas,18.125,18.125,,,,,,,brown sugar,1.2946428571209687,1.2946428571209687,,,,,,,duck eggs,35.0,35.0,guava,12.375,12.375,red onion,17.5,17.5,Cod,23.1,23.1,coriander,0.18,0.18,snap peas,49.0,49.0,,,,,,,,,,,,,,,,Korean hot pepper paste,6.445312499891029,6.445312499891029,,,,red onion,7.8125,7.8125,dried ginger,0.675,0.675,,,,,,,,,,,,,,,,,,,,,,spaghetti,37.79936416666667,37.79936416666667,,,,,,,chives,3.0,3.0,,,,,,,salt,0.75,1.5,,,,watercress,25.0,25.0,,,,,,,Sugar,15.624999999735875,15.624999999735875,bean thread noodles,16.666666666666668,16.666666666666668,lime,6.845399305565238,11.166666666666666,,,,,,,,,,ketchup,10.0,10.0,,,,,,,shallot,29.555555555555557,29.555555555555557,Jack cheese,37.79936416666667,37.79936416666667,mango,27.5,27.5,fish stock,38.833333333333336,38.833333333333336,,,,,,,cod,28.349523125,28.349523125,,,,plain yogurt,13.611111111111109,81.66666666666667,,,,,,,fried eggs,36.8,36.8,,,,,,,chili paste,1.0633680556094907,1.0633680556094907,,,,,,,,,,canola oil,1.125,1.125,,,
,,,coriander,0.225,0.8333333333333334,,,,,,,,,,,,,,,,,,,condensed cream of mushroom soup,50.5,50.5,,,,carrot,12.5,12.5,Egg Yolk,6.733333333333333,6.733333333333333,,,,,,,,,,,,,,,,orange juice,20.666666666666664,20.666666666666664,yellow onions,41.666666666666664,41.666666666666664,fried eggs,36.8,36.8,tomato sauce,22.6796185,35.43690390625,soy sauce,5.333333333333333,31.875,black bean,24.805832734375002,24.805832734375002,corn kernels,17.625,17.625,,,,,,,coriander,1.25,1.25,,,,,,,Naan,34.0,34.0,carrot,12.0,12.0,carrot,15.25,15.25,red chillies,22.5,22.5,white pepper,0.12,0.12,onions,41.666666666666664,41.666666666666664,,,,,,,,,,,,,,,,low sodium soy sauce,6.375,10.649999999999999,,,,corn,7.8125,7.8125,lemon zest,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,light sour cream,37.79936416666667,37.79936416666667,,,,,,,chili sauce,2.8437500001442384,2.8437500001442384,,,,,,,Peppercorns,0.725,0.725,,,,beet,20.5,20.5,,,,,,,carrot,14.4,20.333333333333332,pineapple,16.666666666666668,16.666666666666668,tomato,6.833333333333333,6.833333333333333,,,,,,,,,,capsicum,9.916666666666666,9.916666666666666,,,,,,,dry white wine,29.4,29.4,cucumber,37.625,75.25,Spanish onions,27.5,27.5,crabmeat,37.79936416666667,37.79936416666667,,,,,,,green beans,28.349523125,28.349523125,,,,chili sauce,12.796874999783645,12.796874999783645,,,,,,,roasted red peppers,36.5,36.5,,,,,,,cilantro,1.0,7.486974401108507,,,,,,,,,,coriander seeds,1.0,1.25,,,
,,,bay leaves,0.22499999999999998,0.22499999999999998,,,,,,,,,,,,,,,,,,,rice noodle,50.0,50.0,,,,walnut,12.0,12.0,store-bought Alfredo sauce,4.708333333333333,4.708333333333333,,,,,,,,,,,,,,,,honey,18.833333333333332,26.25,celery root,39.0,39.0,roasted red pepper,36.5,36.5,gouda cheese,21.25,21.25,molasses,5.265624999910975,5.265624999910975,summer squash,24.5,24.5,tomato,17.571428571428573,18.625,,,,,,,Salt,1.2370978489279973,1.2370978489279973,,,,,,,peach,30.633333333333336,30.633333333333336,green bell pepper,11.9,11.9,cheddar cheese,15.23076923076923,15.23076923076923,panko breadcrumbs,22.5,22.5,cumin,0.10500000000000001,0.10500000000000001,pineapple,41.25,41.25,,,,,,,,,,,,,,,,reduced-sodium soy sauce,6.375,6.375,,,,broccoli,4.71875,4.71875,coriander,0.45,0.9,,,,,,,,,,,,,,,,,,,,,,chipotle peppers in adobo,36.5,36.5,,,,,,,toasted sesame oil,2.25,2.25,,,,,,,bay leaves,0.19999999999999998,0.19999999999999998,,,,shallots,20.0,44.333333333333336,,,,,,,Scallions,13.888888888888891,13.888888888888891,Prawns,16.537221822916667,33.0,mushrooms,6.5625,6.5625,,,,,,,,,,shallots,9.851851851851851,53.333333333333336,,,,,,,Velveeta,28.349523125,28.349523125,red cabbage,35.0,35.0,Chicken Stock,22.499999999619597,22.499999999619597,sea scallops,37.79936416666667,37.79936416666667,,,,,,,rice and vermicelli mix,27.877031523520202,27.877031523520202,,,,flour tortillas,12.25,12.25,,,,,,,orange juice,31.0,31.0,,,,,,,kaffir lime leaves,0.4125,1.2,,,,,,,,,,garlic chives,0.75,0.75,,,
,,,turmeric,0.1875,0.375,,,,,,,,,,,,,,,,,,,snap peas,49.0,49.0,,,,orange bell pepper,11.9,11.9,Pecorino Romano,4.1249999999302585,4.1249999999302585,,,,,,,,,,,,,,,,unsweetened coconut milk,18.833333333333332,18.833333333333332,Pie Crusts,38.166666666666664,38.166666666666664,water chestnuts,35.43690390625,35.43690390625,cheddar cheese,21.25,21.25,agave nectar,5.199999999912075,5.199999999912075,beef broth,22.5,60.0,nonfat plain Greek yogurt,16.444444444444443,16.444444444444443,,,,,,,garlic,1.2142857142651844,2.1249999999640727,,,,,,,jam,30.0,30.0,empanada,11.125,178.0,lemon,14.0,21.0,sweet pickle relish,22.5,22.5,kaffir lime leaves,0.06,0.06,crabmeat,37.79936416666667,37.79936416666667,,,,,,,,,,,,,,,,water,5.9147059124000005,14.78676478125,,,,curry paste,3.0,3.0,salt,0.45,3.6,,,,,,,,,,,,,,,,,,,,,,diced tomatoes,35.43690390625,66.14888729166667,,,,,,,cilantro,2.0,2.0,,,,,,,Bay leaf,0.15,0.15,,,,green bell pepper,19.833333333333332,19.833333333333332,,,,,,,carrots,13.555555555555555,30.5,rice vermicelli,15.625,15.625,chilis,5.718749999999999,5.718749999999999,,,,,,,,,,extra virgin olive oil,9.0,9.0,,,,,,,corn,25.987062864583336,72.5,chiles,33.75,33.75,leeks,22.25,22.25,eggs,37.5,37.5,,,,,,,green bell pepper,27.333333333333332,27.333333333333332,,,,carrot,12.2,12.2,,,,,,,chicken broth,30.0,60.0,,,,,,,salt,0.375,0.375,,,,,,,,,,ground pepper,0.725,0.725,,,
,,,garlic,0.175,3.75,,,,,,,,,,,,,,,,,,,cream of mushroom soup,47.249205208333336,75.75,,,,honey,10.5,10.5,extra virgin olive oil,4.054896666666667,4.054896666666667,,,,,,,,,,,,,,,,onion,17.5,17.5,pie crust,38.166666666666664,38.166666666666664,chicken,35.0,300.0,lemon,21.0,21.0,canola oil,4.666666666666667,7.0,onions,20.0,27.5,low-fat cream cheese,16.1997275,16.1997275,,,,,,,lemon grass,1.2,1.2,,,,,,,cucumber,30.0,37.625,masa harina,10.6875,10.6875,lettuce,13.75,110.0,eggs,21.5,25.0,cilantro,0.016666666667512,0.016666666667512,pasta,37.79936416666667,37.79936416666667,,,,,,,,,,,,,,,,yellow onion,5.333333333333333,5.333333333333333,,,,piece ginger,2.5,2.5,fresh coriander,0.35714285714285715,0.35714285714285715,,,,,,,,,,,,,,,,,,,,,,reduced-sodium soy sauce,31.875,31.875,,,,,,,coriander seeds,1.8,1.8,,,,,,,ground pepper,0.12083333333333333,0.12083333333333333,,,,noodles,18.899682083333335,85.0,,,,,,,onion,13.333333333333334,31.25,carrot,15.25,18.0,tomato paste,5.4583333332410335,5.4583333332410335,,,,,,,,,,red chilli,8.4375,8.4375,,,,,,,ginger,25.5145701365947,25.5145701365947,salad dressing,31.25,31.25,fennel,21.75,21.75,asparagus,33.5,33.5,,,,,,,sofrito,25.57713810931593,25.57713810931593,,,,red chilli,11.25,11.25,,,,,,,iceberg lettuce,28.5,28.5,,,,,,,red pepper flakes,0.28125,0.28125,,,,,,,,,,cinnamon stick,0.65,0.65,,,
,,,cumin,0.175,0.175,,,,,,,,,,,,,,,,,,,ground beef,45.359237,113.3980925,,,,chicken broth,10.0,240.0,heavy cream,3.75,14.875,,,,,,,,,,,,,,,,yoghurt,17.5,17.5,potatoes,37.5,46.875,orange juice,31.0,31.0,White Wine,19.599999999999998,19.599999999999998,light brown sugar,4.53124999992339,4.53124999992339,yellow onion,20.0,20.0,milk,15.25,20.333333333333332,,,,,,,sesame oil,1.125,1.125,,,,,,,Walnuts,30.0,30.0,mozzarella cheese,10.631071171875,10.631071171875,zucchini,12.4,80.75,celery,20.0,20.0,Curry paste,0.0,0.0,asparagus,33.5,33.5,,,,,,,,,,,,,,,,reduced sodium soy sauce,5.324999999999999,5.324999999999999,,,,dried shiitake mushrooms,2.362460260416667,2.362460260416667,garlic,0.3333333333333333,9.6,,,,,,,,,,,,,,,,,,,,,,tomato,30.75,30.75,,,,,,,brown sugar,1.5,4.53124999992339,,,,,,,scallions,0.0,0.0,,,,shrimp,17.6,75.59872833333334,,,,,,,bean sprouts,13.0,13.0,mint (leaves,15.0,15.0,canola oil,5.369268666668921,5.369268666668921,,,,,,,,,,carrot,8.333333333333334,8.333333333333334,,,,,,,frozen mixed vegetables,22.75,30.333333333333332,carrots,30.5,61.0,honey,21.1875,21.1875,corn tortillas,32.0,32.0,,,,,,,Peas,25.0,25.0,,,,cucumber,10.75,50.166666666666664,,,,,,,limes,22.333333333333332,83.75,,,,,,,,,,,,,,,,,,,star anise,0.4,1.5,,,
,,,chilli powder,0.16875,0.16875,,,,,,,,,,,,,,,,,,,spaghetti,45.359237,85.048569375,,,,green onions,9.0,9.0,Parmesan,3.54375,55.764843750000004,,,,,,,,,,,,,,,,lemon,16.8,16.8,Yukon Gold potatoes,37.5,37.5,white rice,30.833333333333332,48.75,yogurt,19.140624999676376,81.66666666666667,confectioners' sugar,4.0,4.0,red bell peppers,19.833333333333332,19.833333333333332,Lime Juice,15.125,15.125,,,,,,,lime zest,1.0,1.0,,,,,,,carnaroli rice,28.349523125,28.349523125,heirloom tomatoes,10.25,10.25,lentils,11.666666666666666,11.666666666666666,red bell pepper,19.833333333333332,19.833333333333332,turmeric,0.0,0.0,corn tortillas,32.0,32.0,,,,,,,,,,,,,,,,egg,5.0,5.0,,,,mint leaves,2.0833333333333335,15.200000000256983,ground cinnamon,0.2888888888888889,0.2888888888888889,,,,,,,,,,,,,,,,,,,,,,Red Chilies,30.0,30.0,,,,,,,white pepper,1.2,1.2,,,,,,,,,,,,,mung bean sprouts,17.333333333333332,104.0,,,,,,,Tomato ketchup,12.75,12.75,shallot,14.777777777777779,29.555555555555557,grapeseed oil,5.1,5.1,,,,,,,,,,peanut butter,8.0,48.375,,,,,,,low-sodium chicken broth,22.5,22.5,low-sodium chicken broth,30.0,30.0,celery,20.0,20.0,wine,29.5,29.5,,,,,,,chicken wings,25.0,25.0,,,,Cooking oil,10.5,10.5,,,,,,,diced tomatoes,22.049629097222223,22.049629097222223,,,,,,,,,,,,,,,,,,,ground cinnamon,0.1625,0.1625,,,
,,,bay leaf,0.125,0.125,,,,,,,,,,,,,,,,,,,eggs,43.0,43.0,,,,Scotch bonnet,8.5048569375,8.5048569375,extra-virgin olive oil,3.4236697985616034,6.75,,,,,,,,,,,,,,,,lime,16.75,16.75,white onion,37.5,37.5,chicken stock,30.0,120.0,green chile,16.875,16.875,Hot Sauce,3.8399999998052308,3.8399999998052308,chipotle pepper,18.25,18.25,shallots,14.777777777777779,14.777777777777779,,,,,,,Thai red curry paste,0.8888888889490026,0.8888888889490026,,,,,,,fruit spread,26.666666667117518,26.666666667117518,red onion,10.0,10.0,water,11.0900735865,11.0900735865,sparkling water,19.020387769786687,19.020387769786687,,,,carrots,30.5,30.5,,,,,,,,,,,,,,,,rice wine,4.8500000002459975,10.9124999998155,,,,Salt,2.0,2.0,pepper,0.2813913194443066,0.2813913194443066,,,,,,,,,,,,,,,,,,,,,,condensed cream of mushroom soup,29.76699928125,50.79289559895833,,,,,,,sambal,1.06250000005389,2.83333333347704,,,,,,,,,,,,,eggs,16.666666666666668,43.0,,,,,,,ketchup,12.75,12.75,coconut milk,14.125,19.90096127764718,oyster sauce,4.5,18.000000000304322,,,,,,,,,,oil-packed anchovy fillets,8.0,8.0,,,,,,,celery,20.0,26.666666666666668,green beans,29.166666666666668,102.767021328125,red bell pepper,19.833333333333332,59.5,pepper,29.072222222222223,29.072222222222223,,,,,,,Spanish onion,25.0,25.0,,,,safflower oil,10.2,10.2,,,,,,,artichoke hearts,22.049629097222223,22.049629097222223,,,,,,,,,,,,,,,,,,,ground cloves,0.13125,0.13125,,,
,,,masala,0.11875,1.5,,,,,,,,,,,,,,,,,,,ramen noodles,42.5242846875,99.22333093750001,,,,radishes,8.0,8.0,olive oil,3.375,8.4375,,,,,,,,,,,,,,,,pineapple juice,15.625,31.25,Peas,36.25,36.25,Red Bell Pepper,29.75,29.75,plain yogurt,15.3125,30.625,scotch bonnets,3.8125,3.8125,cheese,16.5,70.625,lemon,14.0,14.0,,,,,,,curry powder,0.7875,1.8,,,,,,,Green beans,25.0,25.0,cornmeal,9.8125,9.8125,sesame seed,10.8,10.8,avocado,18.84375,18.84375,,,,dry white wine,29.4,58.79999999999999,,,,,,,,,,,,,,,,peanuts,4.562499999922862,21.26214234375,,,,vegetable oil,1.7752361918767712,9.467926356676113,fresh dill,0.2781249999952975,0.2781249999952975,,,,,,,,,,,,,,,,,,,,,,red Bell pepper,29.75,29.75,,,,,,,curry powder,1.0,1.0,,,,,,,,,,,,,salsa,16.1875,16.1875,,,,,,,coconut aminos,10.599999999462357,10.599999999462357,broccoli,11.375,62.5,fresh coriander,3.9479916666683237,3.9479916666683237,,,,,,,,,,Thai red curry paste,8.0,8.0,,,,,,,ketchup,20.0,20.0,cherry tomatoes,29.166666666666668,29.166666666666668,rice noodles,18.899682083333335,226.796185,bread,29.0,29.0,,,,,,,pork chop,24.875,24.875,,,,Greek-style yogurt,8.99999999984785,8.99999999984785,,,,,,,rice noodles,21.26214234375,29.166666666666668,,,,,,,,,,,,,,,,,,,cloves,0.06,0.11249999999999999,,,
,,,cilantro,0.0,1.3333333333333333,,,,,,,,,,,,,,,,,,,milk,40.666666666666664,40.666666666666664,,,,heavy cream,7.4375,44.7,chives,3.0000000000507185,3.0000000000507185,,,,,,,,,,,,,,,,yellow bell pepper,15.5,15.5,peas,36.25,36.25,canola,27.25,27.25,Red Chiles,15.0,15.0,scallion,3.4722222222222228,3.4722222222222228,carrot,15.25,15.25,avocado,13.958333333333334,50.25,,,,,,,cayenne pepper,0.6625,0.6625,,,,,,,snow peas,25.0,25.0,unsalted butter,9.458333333333334,9.458333333333334,onion,10.0,35.0,beer,18.83018389208882,85.048569375,,,,pepper,29.072222222222223,29.072222222222223,,,,,,,,,,,,,,,,fish sauce,4.5,4.5,,,,fresh basil,1.6666666666666667,1.6666666666666667,sea salt,0.2696759259396042,0.4045138889094063,,,,,,,,,,,,,,,,,,,,,,shallots,29.555555555555557,29.555555555555557,,,,,,,garlic,0.75,4.5,,,,,,,,,,,,,Carrot,15.25,15.25,,,,,,,shelled edamame,9.6875,9.6875,red chillies,11.25,11.25,cashew,3.888888888888889,3.888888888888889,,,,,,,,,,lemon juice,7.6249999998711,7.6249999998711,,,,,,,heavy cream,19.833333333333332,22.3125,bacon,29.0,29.0,bean sprouts,17.333333333333332,26.0,noodles,28.349523125,28.349523125,,,,,,,dry White wine,24.853306685854605,24.853306685854605,,,,lime,8.375,8.375,,,,,,,shiitake mushrooms,21.0,42.5242846875,,,,,,,,,,,,,,,,,,,sriracha sauce,0.0,0.0,,,
